user_id,1,2,3,4,5,6,7,8,9,10,11,12
151690,0,0,0,0,0,0,0,0,0,0,0,0
1562654,0,0,0,0,0,0,0,0,0,0,0,0
695673,0,0,0,0,0,0,0,0,0,0,0,0
50398,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
630743,0,0,0,0,0,0,0,0,0,0,0,0
1134463,0,0,0,0,0,0,0,0,0,0,0,0
827682,0,0,0,0,0,0,0,0,0,0,0,0
886859,0,0,0,0,0,0,0,0,0,0,0,0
1351573,0,0,0,0,0,0,0,0,0,0,0,0
5225162,0,0,0,0,0,0,0,0,0,0,0,0
487067,0,0,0,0,0,0,0,0,0,0,0,0
539358,0,0,0,0,0,0,0,0,0,0,0,0
1777753,0,0,0,0,0,0,0,0,0,0,0,0
41898282,0,0,0,0,0,0,0,0,0,0,0,0
18632831,0,0,0,0,0,0,0,0,0,0,0,0
360576,0,0,0,0,0,0,0,0,0,0,0,0
