user_id,1,2,3,4,5,6,7,8,9,10,11,12
151690,0,0,0,0,0,2,0,0,2,0,1,1
1562654,0,0,0,0,0,0,0,0,0,0,0,0
695673,2,3,0,3,4,3,0,0,1,4,6,1
50398,0,0,1,1,0,4,2,2,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
630743,0,0,0,0,0,0,0,0,0,0,0,0
1134463,0,0,0,0,0,0,0,0,0,0,0,0
827682,0,0,0,0,0,0,0,0,0,0,0,0
886859,1,0,0,0,0,0,0,0,1,0,0,1
1351573,1,2,2,0,4,2,5,3,2,1,0,2
5225162,0,0,0,0,0,0,0,0,0,0,0,0
487067,0,0,0,0,0,0,0,0,0,0,0,0
539358,1,0,1,0,0,0,0,0,0,0,0,0
1777753,0,0,0,0,0,0,0,0,0,0,0,0
41898282,2,2,4,0,0,1,0,0,0,2,0,2
18632831,0,0,0,0,0,0,0,0,0,0,0,0
360576,0,0,0,1,0,0,0,0,0,0,0,0
