78614,37
17652765,36
5314240,10
19900743,26
3297437,18
1910845,19
1210553,0
46348566,19
5922404,39
22431014,31
40950510,28
42145016,17
5887434,9
5726968,42
6901313,43
18364696,40
1775801,23
51203472,12
25176100,32
27356524,14
68600659,18
4563238,27
25300082,32
57896357,1
7367884,3
34088452,44
25299532,4
10732999,43
9091178,41
5132675,40
3784194,25
8320299,39
36880851,39
57150559,39
19853923,37
9264280,37
8047785,36
4749332,25
18294474,32
59829757,32
5696581,19
73877677,33
9316403,33
74773659,33
14326222,29
46214740,32
5299360,32
3191004,32
25915239,31
52827991,30
20052082,31
49752232,30
567495,30
1624931,29
4994989,29
78923126,29
47471837,28
4295600,28
583507,19
13826629,18
45837053,27
1848819,8
22392070,20
38779302,19
26671542,25
29041520,0
32539502,23
79525444,19
3858651,17
4264155,16
81571788,19
47356635,22
40738665,21
3508152,21
9913715,19
42773070,20
6432421,19
980773,7
79866371,18
49699333,17
47372735,15
16822967,6
52408401,16
49615191,12
24255850,11
7047820,11
29372707,11
4468352,11
34910029,10
79145238,10
8998287,10
81429359,10
86286344,8
40629321,8
205477,8
1697736,1
1324909,7
58061963,5
64097329,6
6004991,4
15571716,3
27513386,3
44539604,2
584181,2
89160673,0
76101600,1
631101,1
18605679,0
14936625,1
