user_id,1,2,3,4,5,6,7,8,9,10,11,12
7356593,0,0,0,0,0,1,0,7,0,0,2,1
5493508,0,0,0,0,0,0,0,0,0,0,0,0
6575356,0,8,15,3,2,6,10,10,4,17,0,3
6575237,2,0,0,9,4,9,0,8,0,0,2,6
6584712,0,0,0,0,0,0,0,0,0,0,0,10
6575289,4,0,3,0,0,0,2,6,8,3,4,2
7378655,5,7,1,1,0,0,0,0,0,0,7,1
6574896,0,0,0,10,11,22,0,8,0,0,13,6
6574862,0,0,0,0,0,0,0,0,0,0,1,2
5026272,0,0,0,0,0,0,0,0,0,0,0,0
7358080,9,0,0,1,0,0,8,5,4,5,0,5
6568523,0,11,9,16,7,8,12,24,14,7,5,9
7410562,0,0,0,0,0,0,0,0,0,0,0,0
5727974,69,83,78,66,63,83,41,45,71,57,49,29
6564444,0,0,0,0,0,0,0,0,0,0,0,0
7404240,0,0,0,0,0,0,0,0,0,0,0,0
6562219,0,0,0,0,0,18,0,0,1,8,0,7
6568201,7,18,0,9,12,28,7,15,24,25,1,7
6558286,8,13,26,26,4,33,3,2,1,0,1,1
6558217,12,13,4,5,1,11,4,8,25,11,6,6
6566022,12,12,23,11,16,6,3,12,5,10,0,0
6560208,0,0,0,0,0,0,0,0,0,19,19,4
7368788,18,0,0,4,0,0,0,0,2,5,11,12
6571702,6,4,0,4,3,5,3,7,1,0,0,9
6574996,14,23,6,5,7,3,0,0,6,19,12,11
6584681,0,0,0,0,0,0,0,0,0,14,0,9
7347329,0,0,0,0,0,14,2,1,5,4,8,14
5719669,60,96,73,68,50,72,13,24,22,29,12,2
5724093,126,100,59,76,51,26,44,17,11,15,3,1
5719672,11,0,0,18,4,8,9,17,24,11,10,2
5719696,0,0,0,0,0,0,0,0,0,0,0,3
6508970,0,0,0,0,0,0,0,0,0,0,0,1
1301333,0,0,0,0,0,0,0,0,0,0,0,0
6571752,0,0,0,0,0,0,0,0,0,0,0,0
7429579,0,0,0,0,0,0,0,0,0,0,0,0
5029407,0,0,0,0,0,0,0,0,0,0,0,0
1119415,0,0,0,0,0,0,0,0,0,0,0,0
6557580,0,0,0,0,1,1,0,3,3,0,0,3
1998804,0,0,0,0,0,0,0,4,0,0,0,1
6517910,5,8,13,0,0,0,0,13,11,3,7,11
7342119,0,9,0,1,6,2,0,2,1,0,0,1
7395784,0,0,0,0,0,0,0,0,0,0,0,4
7405220,0,0,0,0,2,2,0,0,0,0,0,1
7386055,0,0,0,0,0,0,0,0,0,0,0,1
6575368,5,9,3,0,2,11,2,11,2,0,0,4
6517995,0,0,0,0,0,0,0,0,0,0,5,3
6571706,0,0,0,0,0,0,0,0,0,0,0,0
2305954,0,0,0,0,0,0,0,0,0,0,0,0
6572339,0,0,0,0,0,0,0,0,0,2,3,2
1571369,0,0,0,0,0,0,0,0,0,0,0,2
6574970,10,7,10,5,0,0,1,4,5,0,4,3
7342114,0,4,6,1,2,15,14,21,17,3,6,1
6574497,0,0,0,0,0,0,0,27,22,4,5,2
6574950,7,2,2,5,3,4,0,0,0,2,1,2
5720277,0,0,0,0,1,0,0,0,0,0,0,2
6518068,0,0,0,0,1,0,0,0,0,0,21,1
6575981,0,0,0,0,0,0,3,0,1,22,2,7
5490358,0,0,0,0,0,0,0,0,0,0,0,0
6564253,0,0,0,0,0,0,0,0,0,7,3,6
7409037,0,0,0,0,0,0,0,0,0,0,0,0
7394673,0,0,3,6,0,5,0,8,7,0,0,6
7362853,0,0,0,0,0,0,0,0,0,0,0,0
7455964,0,0,0,10,16,35,25,31,35,25,35,4
7389039,0,0,0,0,0,0,0,0,0,0,0,0
6584668,0,24,6,4,7,4,0,0,0,0,7,2
6568539,0,0,0,0,0,7,2,0,10,9,9,12
6579775,3,5,19,9,0,8,14,11,0,14,4,2
7388980,0,0,0,0,0,0,0,0,0,0,0,5
7342111,9,0,1,0,0,0,5,4,0,4,15,9
7342120,2,3,3,0,0,9,9,4,0,1,1,0
5512830,0,0,0,0,0,0,0,0,0,0,0,1
6579652,2,11,0,0,4,10,0,11,1,3,17,3
6585092,0,0,0,0,0,6,6,0,0,6,0,1
6557631,0,0,0,0,0,0,0,0,0,0,6,1
7379671,0,0,0,0,0,0,0,0,0,0,0,0
6571739,0,0,16,5,6,14,0,11,16,7,5,2
1547209,0,0,0,0,0,0,0,0,0,0,0,0
2058270,0,0,0,0,0,0,0,0,0,0,0,7
7471561,12,0,4,2,4,8,14,9,6,16,10,7
7535832,0,0,0,0,0,0,0,0,0,1,6,7
7388798,28,4,8,20,19,10,7,11,0,0,1,1
7380997,0,0,0,0,0,0,0,0,0,0,0,0
7482002,0,0,0,0,0,0,0,0,0,0,0,0
6575154,0,0,0,0,0,0,0,0,0,0,0,0
1941233,10,5,25,12,11,10,7,0,1,0,0,1
6568187,13,0,6,8,2,1,8,6,13,2,5,2
7402817,0,0,0,9,0,8,6,3,1,0,0,10
7445365,0,0,0,0,0,0,0,0,0,0,0,0
6557730,0,0,0,0,0,0,0,0,0,0,0,0
7513543,0,0,0,0,0,0,0,0,0,0,0,0
324869,0,0,0,0,0,0,0,0,0,0,0,0
7580597,0,0,0,0,0,0,0,0,0,0,1,1
6574921,0,0,28,10,4,7,0,0,0,6,2,2
7529679,50,12,0,9,0,7,20,13,15,2,7,6
2299777,0,0,0,0,0,0,0,0,0,0,0,0
7358260,0,0,0,0,0,0,0,0,1,0,4,1
7423528,0,0,0,0,0,0,0,0,0,0,0,0
6584599,2,0,10,21,15,30,19,0,2,7,0,1
7619022,0,0,0,0,0,0,0,0,0,0,0,0
6569260,0,0,0,0,0,0,0,0,0,0,0,0
7494416,0,0,0,0,0,0,0,0,0,0,0,0
982593,0,0,0,0,0,0,0,0,0,0,0,0
7576362,16,8,18,2,18,1,2,5,4,13,7,9
7552053,0,0,0,0,0,0,0,0,0,9,7,6
89068,0,0,0,0,0,0,0,0,6,1,15,4
7373221,3,1,0,0,0,0,0,0,0,0,9,6
7356555,0,0,0,0,0,0,0,0,0,0,0,0
7641551,0,22,6,16,15,16,12,13,16,11,38,7
6519443,0,0,0,0,0,0,0,5,6,2,0,0
7526192,1,10,6,0,0,11,22,7,12,42,20,25
7363072,0,2,0,0,1,2,0,0,0,0,0,4
7691544,0,0,0,0,0,0,0,0,0,0,0,0
6579529,0,0,0,0,0,0,0,0,0,6,0,0
7341885,0,0,0,0,0,0,0,0,0,0,0,8
6558153,2,0,0,0,0,0,1,1,2,1,0,2
1850005,0,0,0,0,0,0,0,0,0,0,0,18
7707404,0,0,0,0,0,5,9,4,0,7,8,1
7729789,0,0,0,0,0,0,0,0,0,0,0,4
6574967,0,0,0,0,0,0,0,0,0,0,0,0
7342109,8,0,2,6,0,2,2,1,3,6,4,12
5719633,0,0,0,0,0,0,0,0,0,0,0,1
