user_id,1,2,3,4,5,6,7,8,9,10,11,12
151690,4,1,1,0,0,0,4,1,4,1,1,0
1562654,3,2,3,2,6,2,0,0,11,3,0,0
695673,9,4,6,1,3,8,3,2,9,4,2,1
50398,0,4,10,3,1,4,5,5,8,9,7,2
0,0,0,0,0,0,0,0,0,0,0,0,0
630743,0,0,0,0,0,0,0,0,0,0,0,0
1134463,0,0,0,0,0,0,0,0,0,0,0,0
827682,0,0,0,0,0,0,0,0,0,0,0,0
886859,2,0,0,1,0,0,1,0,0,0,0,0
1351573,3,0,1,0,2,1,3,0,1,0,0,0
5225162,0,0,0,0,0,0,0,0,0,0,0,0
487067,0,0,0,0,0,0,0,0,0,0,0,0
539358,2,0,0,0,0,0,0,0,0,0,0,0
1777753,0,0,0,0,0,0,0,0,0,0,0,0
41898282,0,0,0,7,5,2,2,5,1,1,3,0
18632831,0,2,2,1,0,2,2,1,0,1,0,0
360576,0,0,0,0,0,0,0,0,0,0,0,0
