6433390,145
685363,91
313494,213
140784,217
17413412,260
3496035,245
159684,232
247466,49
3970304,257
311040,256
124075,180
123939,255
226298,60
1175891,227
1171865,255
202307,255
15239687,253
23032559,253
5256050,253
20906937,253
8414341,250
490484,223
1019426,237
6664858,155
18125139,250
4374975,249
1152552,237
469157,246
6986166,248
8960811,241
54473,245
803893,184
1071590,227
4976011,243
10353040,241
1486524,240
17323881,239
1893624,238
849592,227
1192635,235
26158093,234
46711,234
483832,88
8548844,232
3839192,231
26191019,230
594085,227
10225272,80
495022,223
172397,64
822903,219
12694487,48
8655789,129
6489284,224
9087,50
12439046,223
3983417,223
21234666,222
10029231,221
29396105,220
25766294,206
29286366,218
3984616,219
5559842,218
7871501,218
247564,218
2552795,85
12611051,216
14341441,216
94032,215
7577654,211
14159015,210
8439699,210
2303321,170
9837872,205
29230765,181
31137045,202
171534,179
22094734,205
11817552,205
6551736,204
18534173,202
1396096,201
7360073,200
94953,74
8436010,198
9120686,179
33332837,198
19405172,197
2962846,189
16789092,194
24520365,195
34251482,195
33331924,194
34694111,190
1522807,192
23430945,193
3848639,192
16885277,187
393286,188
14273367,188
115082,188
11032382,187
7028441,166
578743,186
5095855,186
26199894,186
5635032,186
13327903,186
8058978,183
34135467,183
36913493,183
4908923,181
16568549,182
37308083,181
14902544,181
24441110,181
4147271,180
1426555,179
3389626,177
2707245,177
5073753,176
3357362,176
3839896,175
38170461,173
7388304,167
975308,173
39336445,171
13776413,169
22592994,172
6332801,170
593352,168
26000465,169
9977806,167
790571,168
40397702,167
8993693,160
15521647,133
11974750,158
37387035,164
914682,164
627905,163
20257108,163
41310204,163
3174130,161
38192710,161
13452493,160
9515974,157
14113428,155
24755707,156
7682333,70
4843310,156
26606293,152
43448191,154
16611341,153
2572295,152
10504242,104
35813487,152
33124256,116
7997728,149
639053,149
12814201,149
15653731,148
6194479,146
40791167,146
1160074,57
882397,134
37386306,145
1219881,143
20658804,142
45757892,62
20115663,140
20921396,129
103880,141
16218819,141
38514114,141
410767,141
19280914,73
24417553,138
13472225,139
446033,89
1676983,138
2919208,138
5314516,135
4357899,120
20293296,134
46926077,134
3646299,134
47155660,134
3713580,133
4684167,98
785571,133
45084774,132
5263568,130
47021421,118
149849,129
22429695,125
27017678,129
3241796,129
4758888,127
6213311,125
5440322,126
1665874,106
20953461,124
668251,126
28858062,124
5182016,124
3933668,123
4304634,123
23455859,95
1417194,123
16207788,120
973199,122
7326165,120
14177727,119
50582273,119
2504924,119
33136690,119
4923102,119
12031435,118
20301987,118
8329028,117
42330305,116
106908,116
14040199,115
36005286,114
38905258,112
1317194,111
3926925,111
51892217,109
8092130,107
3944151,108
19324351,109
53273179,108
21127314,107
2922791,91
5287336,89
617121,103
8061991,68
543297,104
53016448,102
8647367,103
1204981,103
37949616,102
8268353,89
882981,97
13932397,68
21268490,97
2316167,96
41489457,92
31349495,73
8322021,95
6362450,94
39182779,77
245299,83
18526236,94
3698916,94
47638935,93
8204,93
60754,93
8149023,82
25279149,93
10271245,49
34501876,92
18463109,92
22998277,92
18335346,92
58263952,92
372398,91
3811209,54
1684784,90
866771,90
57914365,89
22118976,85
4280588,87
29454303,85
10125255,87
59680876,82
12658693,86
59355889,85
521154,84
28813026,82
6817539,82
19896022,82
45846392,81
45077685,81
21303064,80
37534403,79
6755757,79
53940635,77
3584191,73
7733322,77
61193043,77
3164449,76
12963916,76
11868698,75
5604353,75
173451,74
43875968,74
45937043,74
8494608,74
17287271,66
63465643,73
24817141,72
54174687,72
53144540,69
64551809,69
18436646,51
29730212,49
12773148,67
2580701,67
46110542,67
445105,66
139017,58
8480178,67
45066563,66
8685849,66
23699044,65
3440852,65
21141902,62
14266342,61
55268359,61
3626114,61
5331092,59
53983639,58
68399856,54
33280195,59
3672823,58
21337997,56
1290376,54
18720017,49
13479921,54
66638311,54
2384725,53
4180822,49
29483486,51
14103253,51
4804673,52
11679890,51
44914682,51
63741040,50
71368491,50
47525824,48
21130452,48
3718440,47
72589528,47
72270709,46
11880048,45
