user_id,1,2,3,4,5,6,7,8,9,10,11,12
5518576,3,4,0,0,0,0,0,0,0,0,0,4
5554527,0,0,0,0,1,3,2,0,0,0,0,1
5719707,0,0,0,0,0,0,0,0,0,0,0,0
6584974,0,0,0,0,0,0,0,0,0,0,0,0
7352110,0,1,0,1,1,0,0,0,0,0,0,0
6575338,0,1,2,0,2,1,1,0,1,1,1,0
6575161,0,0,0,0,0,0,0,0,0,0,0,0
6574899,0,0,0,1,1,0,0,0,0,0,0,0
6518142,0,0,0,0,0,0,0,0,0,0,0,0
6518137,0,0,0,0,0,0,0,0,0,0,0,10
6574948,3,2,3,3,1,1,2,1,0,3,0,0
6560296,0,0,0,0,0,0,0,0,0,0,0,0
6575241,0,0,0,0,0,0,0,0,0,0,0,0
6574868,5,2,2,1,0,0,0,1,1,0,1,0
6575118,0,0,0,0,0,0,0,0,2,0,0,0
7347157,0,0,0,0,0,0,0,0,2,1,0,0
6575151,0,0,0,0,0,0,0,0,0,0,0,0
6578500,0,3,0,1,0,0,0,0,0,1,0,0
6576637,3,0,0,0,0,1,2,4,25,1,0,4
6561470,0,1,0,1,0,0,0,0,0,0,0,0
6580807,0,0,0,0,0,0,0,0,0,0,0,0
6584633,0,1,0,1,0,0,0,0,1,0,0,0
6574854,0,1,0,0,0,0,0,0,0,0,0,0
6575280,1,0,1,1,1,2,1,0,1,1,0,1
5644189,0,0,1,0,0,0,0,0,1,0,0,0
7342144,0,1,0,1,0,1,2,2,1,0,1,1
7342911,0,1,0,0,0,0,0,0,0,0,0,0
7347217,0,0,0,0,0,0,0,0,0,0,0,0
6575381,0,0,0,0,0,0,0,0,0,0,0,0
6538377,0,0,0,0,0,0,0,0,0,0,0,0
6575112,1,1,0,2,2,0,0,0,0,0,1,0
6574993,0,0,0,0,0,0,0,0,0,0,0,0
6517944,0,0,0,0,0,0,0,0,0,0,0,0
6574850,1,0,0,1,3,1,0,0,3,0,0,0
6575353,0,0,1,0,0,0,1,0,0,0,0,0
6584698,0,0,1,0,1,0,0,1,0,0,0,0
7371640,0,0,0,0,0,0,0,0,0,0,0,1
