0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
7356593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0015625,0.0,0.0,0.0,0.0,9.268699601445917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017972681524083394,0.0,0.0005870176414249081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012580877066858376,0.0,0.0019155312509654895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003594536304816679,0.0,0.0011122439521735101,0.0,0.0,0.0,0.0,0.0,0.00017972681524083394,0.0,0.0005870176414249081,1
5493508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0015625,0.0,0.0,0.0,0.0,0.00030895665338153056,1
6575356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.16666666666666666,0.0,0.0014378145219266715,0.0,0.0003707479840578367,0.009009009009009009,0.008522727272727272,0.0015625,0.25,0.25,0.002695902228612509,0.0,0.007384064015818581,0.0045045045045045045,0.002840909090909091,0.00625,0.08333333333333333,0.1,0.0005391804457225018,0.0,0.001081348286835357,0.0022522522522522522,0.002840909090909091,0.0,0.041666666666666664,0.05,0.0003594536304816679,0.0,0.0008650786294682856,0.0022522522522522522,0.002840909090909091,0.0015625,0.08333333333333333,0.05,0.0010783608914450035,5.417062100438949e-05,0.002718818549757469,0.0045045045045045045,0.002840909090909091,0.0,0.125,0.1,0.0017972681524083393,3.0835623222253696e-05,0.003954645163283591,0.0022522522522522522,0.0,0.003125,0.08333333333333333,0.1,0.0017972681524083393,0.0,0.0044489758086940405,0.0045045045045045045,0.002840909090909091,0.003125,0.08333333333333333,0.1,0.0007189072609633358,0.0001612110310938114,0.001606574597583959,0.0045045045045045045,0.0,0.0,0.16666666666666666,0.2,0.003055355859094177,6.891259349491824e-05,0.007507646677171193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.08333333333333333,0.1,0.0005391804457225018,0.0,0.0010504526214972039,1
6575237,0.0022522522522522522,0.002840909090909091,0.0015625,0.041666666666666664,0.05,0.0003594536304816679,0.0,0.0003707479840578367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022522522522522522,0.002840909090909091,0.0015625,0.041666666666666664,0.05,0.0016175413371675054,0.0,0.0022553835696851733,0.0022522522522522522,0.0,0.0,0.0,0.0,0.0007189072609633358,0.0001975548523421536,0.0021318009083325607,0.0022522522522522522,0.005681818181818182,0.003125,0.08333333333333333,0.1,0.0016175413371675054,0.0,0.0020082182469799486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023480705656996324,0.0045045045045045045,0.002840909090909091,0.003125,0.16666666666666666,0.1,0.0014378145219266715,7.188120723350981e-05,0.0028424012111100813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022522522522522522,0.002840909090909091,0.0015625,0.041666666666666664,0.05,0.0003594536304816679,0.0,0.0,0.0045045045045045045,0.005681818181818182,0.003125,0.08333333333333333,0.1,0.0010783608914450035,0.0,0.0034603145178731423,1
6584712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.002840909090909091,0.0,0.08333333333333333,0.05,0.0017972681524083393,0.0,0.004572558470046653,1
6575289,0.0,0.0,0.0,0.0,0.0,0.0007189072609633358,0.0,0.0013594092748787346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0015625,0.125,0.15,0.0005391804457225018,0.0,0.0005870176414249081,0.0,0.0,0.0,0.0,0.0,0.0,0.008298224800013071,0.0004325393147341428,0.0022522522522522522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0003594536304816679,0.0,0.00030895665338153056,0.0045045045045045045,0.0,0.0,0.041666666666666664,0.05,0.0010783608914450035,0.0,0.0025952358884048566,0.0045045045045045045,0.005681818181818182,0.0,0.16666666666666666,0.2,0.0014378145219266715,0.0,0.0030895665338153055,0.0,0.0,0.0,0.041666666666666664,0.05,0.0005391804457225018,1.7311227072142425e-05,0.0012667222788642753,0.0022522522522522522,0.0,0.0,0.041666666666666664,0.05,0.0007189072609633358,0.0,0.0,0.0022522522522522522,0.002840909090909091,0.0,0.041666666666666664,0.05,0.0003594536304816679,6.611670802200104e-06,0.0021009052429944077,1
7378655,0.0045045045045045045,0.002840909090909091,0.0,0.041666666666666664,0.05,0.0008986340762041696,0.0,0.0,0.0045045045045045045,0.002840909090909091,0.0,0.041666666666666664,0.05,0.0012580877066858376,4.4975975833909536e-05,0.004819723792751877,0.0,0.002840909090909091,0.0,0.041666666666666664,0.0,0.00017972681524083394,0.0,0.00012358266135261222,0.0022522522522522522,0.002840909090909091,0.0,0.041666666666666664,0.05,0.00017972681524083394,0.0,0.00030895665338153056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.041666666666666664,0.0,0.0012580877066858376,0.0,0.0012358266135261222,0.0,0.0,0.0,0.0,0.0,0.00017972681524083394,0.0,0.00024716532270522445,1
6574896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.005681818181818182,0.0,0.08333333333333333,0.1,0.0017972681524083393,0.0,0.003831062501930979,0.006756756756756757,0.002840909090909091,0.0,0.08333333333333333,0.1,0.001976994967649173,0.0,0.003305836191182377,0.013513513513513514,0.005681818181818182,0.0,0.25,0.3,0.003953989935298346,0.0,0.010226465226928662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007414959681156733,0.0045045045045045045,0.005681818181818182,0.0,0.08333333333333333,0.1,0.0014378145219266715,0.0,0.0007414959681156733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015447832669076528,0.0022522522522522522,0.002840909090909091,0.0,0.041666666666666664,0.05,0.0,0.0,0.0,0.0045045045045045045,0.005681818181818182,0.0,0.08333333333333333,0.1,0.002336448598130841,3.633035105528849e-05,0.00485061945809003,0.006756756756756757,0.008522727272727272,0.0,0.125,0.15,0.0010783608914450035,0.0,0.0019773225816417956,1
6574862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008522727272727272,0.0,0.0,0.0,0.00017972681524083394,0.0,0.0005561219760867551,0.0,0.0,0.0,0.0,0.0,0.0003594536304816679,0.0001466443581811504,0.0011740352828498162,1
5026272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1
