5518576,3
5554527,1
5719707,0
6584974,0
7352110,0
6575338,0
6575161,0
6574899,0
6518142,0
6518137,0
6574948,1
6560296,1
6575241,0
6574868,1
6575118,0
7347157,0
6575151,0
6578500,0
6576637,0
6561470,0
6580807,3
6584633,0
6574854,0
6575280,0
5644189,0
7342144,0
7342911,0
7347217,0
6575381,1
6538377,1
6575112,1
6574993,0
6517944,0
6574850,0
6575353,0
6584698,0
7371640,5
6575282,0
6575739,0
7347160,0
6575002,0
6560244,0
6517837,0
6560299,0
7386274,2
6575400,0
6575350,1
7347090,0
6570671,0
6584634,0
6521784,0
7421487,0
7356746,0
7347367,0
6517938,0
7347208,0
7342122,0
6560119,0
6579765,0
901397,0
6575291,0
6584610,4
7353927,0
6575413,0
6575416,2
7353895,0
7456437,0
366785,0
6560352,0
6571795,5
7512942,1
7379189,0
7353915,0
6584642,0
7424446,0
7555873,3
7501862,0
6575370,0
7353920,0
7363327,1
7578154,0
6584707,0
6573901,3
7579944,0
7641490,2
6517937,2
7354012,0
6569326,0
6573942,0
7672178,0
7398781,0
7345960,0
6584639,0
5133342,2
7762098,0
7379164,0
7841534,0
6570603,0
7839909,0
7353894,0
6575000,0
7839560,0
7500020,0
7353923,0
6578529,0
7873541,2
7839615,0
7862345,1
7889971,0
6579596,0
7916874,0
7929819,0
7944354,0
7951240,0
7917450,0
7830176,0
416465,5
7854338,0
7873411,0
8204759,0
8201499,0
7511764,0
7718575,0
8777557,5
8869053,0
6571027,5
9482390,2
9676334,5
577940,4
6584630,0
6575384,0
6517851,0
2064272,0
6574911,0
6579668,0
7457460,1
6557666,0
6517952,0
6557654,0
6572694,0
7535813,0
6579380,0
6575301,0
6510899,0
7663402,0
7451608,0
6579664,1
7610862,0
6557818,0
7541106,0
6570554,0
7825995,0
7716582,0
7627817,0
5302133,0
7541093,0
7421210,0
7353924,0
6565450,0
6566965,0
7776907,0
7854183,0
5572354,0
7875425,0
7863722,0
6574048,0
7767239,0
7512194,1
7981938,0
6567552,0
7366767,0
7342633,0
7497830,0
7914510,0
6574983,0
7379080,0
8082626,0
6575266,0
6575152,0
7825720,0
8376966,0
8359095,0
7806307,0
7420981,0
7797380,0
1054271,0
8287283,0
7348435,0
5280992,0
1406198,0
7350758,0
8372881,0
8541141,0
7535773,0
8585225,0
8266107,0
7836106,0
7902876,0
5092094,0
7985992,0
7651421,0
5655454,0
8713245,1
8563134,0
8255537,1
1994694,1
7918340,0
8735357,0
8784964,0
7722861,0
8976882,0
9044888,0
8990305,0
9067416,0
5533887,0
9073200,1
9141144,1
7653762,0
5316286,0
9102608,0
7553902,0
9067435,0
9186205,0
8859122,0
8309027,0
8958085,1
9247710,0
8108889,0
6584601,0
9043766,1
9248662,0
9286080,0
8616534,0
8973417,0
9238102,0
9432095,0
7711582,0
9435639,0
8326892,0
9522174,0
9482038,0
8701807,0
9266863,0
9404306,0
7566764,0
8456285,1
9597902,0
9453007,0
9414572,0
7533109,0
8273927,1
9180338,0
1009459,1
9697643,0
8325905,1
7546068,0
4934542,0
8293079,0
9540028,0
9566522,0
9701809,1
8056451,0
5320700,1
9259813,0
7965512,0
8825211,1
9278166,0
9779225,0
9646900,0
8561226,0
9820184,1
9379373,1
9823846,1
9405408,0
9783057,0
9745775,0
9795476,0
9788296,1
9588914,0
7945906,0
8087811,1
9701765,0
7508424,0
9748405,0
9801422,1
9590027,0
5482222,0
2353553,0
8061328,0
9593574,0
7675206,0
9457501,0
9653381,0
9859942,0
8343577,0
1316080,0
8243113,0
5175122,0
7342651,0
9793828,0
5533664,0
8640980,0
9765476,0
8577255,0
9801763,0
9801372,0
5140599,0
9778885,0
9743630,0
9561319,0
7941913,0
9559914,0
9118390,0
9686091,0
9778383,0
9801505,0
8724970,0
